antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'JUMBO STORAGE BAG SUKI'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.05828797624938149,0.10212765957446808,0.03567540821375557,0.6120543293718167,5.993031975099039,1.0,0.029722593618074056,2.3144280459984174,0.884707353233535,0.28599761999206663,0.5679278075942034,0.4806880173990866
"frozenset({'JUMBO BAG RED RETROSPOT', 'JUMBO STORAGE BAG SUKI'})",frozenset({'JUMBO BAG PINK POLKADOT'}),0.03567540821375557,0.0599208312716477,0.020385947550717466,0.5714285714285714,9.536392591718768,1.0,0.018248247434593863,2.1935180603661553,0.9282543999179024,0.2710526315789473,0.544111344206086,0.45582163501238643
"frozenset({'JUMBO BAG PINK POLKADOT', 'JUMBO STORAGE BAG SUKI'})",frozenset({'JUMBO BAG RED RETROSPOT'}),0.025432953983176645,0.10212765957446808,0.020385947550717466,0.801556420233463,7.8485732814526585,1.0,0.01778853948435049,4.5245723821443455,0.8953599567799484,0.1902123730378578,0.7789846386486435,0.5005844116671191
"frozenset({'JUMBO BAG PINK POLKADOT', 'JUMBO BAG RED RETROSPOT'})",frozenset({'JUMBO STORAGE BAG SUKI'}),0.04052449282533399,0.05828797624938149,0.020385947550717466,0.503052503052503,8.630467815527238,1.0,0.018023856875396167,1.894992991281957,0.9214736793618098,0.2599369085173502,0.47229356277275575,0.42639891706105626
"frozenset({'LUNCH BAG RED RETROSPOT', 'JUMBO STORAGE BAG SUKI'})",frozenset({'JUMBO BAG RED RETROSPOT'}),0.016872835230084118,0.10212765957446808,0.011875309252845126,0.7038123167155425,6.891495601173021,1.0,0.010152126080411003,3.03143037708026,0.8695656550405153,0.11085450346420322,0.6701227224083056,0.41004569324149215
"frozenset({'WHITE HANGING HEART T-LIGHT HOLDER', 'JUMBO STORAGE BAG SUKI'})",frozenset({'JUMBO BAG RED RETROSPOT'}),0.014992577931716973,0.10212765957446808,0.010440376051459673,0.6963696369636962,6.818619361936193,1.0,0.0089092191563056,2.957123034227566,0.8663312840728344,0.09786641929499072,0.6618334819263916,0.3992991595671194
frozenset({'JUMBO  BAG BAROQUE BLACK WHITE'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.045769421078673926,0.10212765957446808,0.028698664027709056,0.6270270270270271,6.139639639639641,1.0,0.02402434017286576,2.4073388837496146,0.8772764253082169,0.24076380240763806,0.5846035609068785,0.4540173894825058
"frozenset({'JUMBO  BAG BAROQUE BLACK WHITE', 'JUMBO STORAGE BAG SUKI'})",frozenset({'JUMBO BAG RED RETROSPOT'}),0.02083127164769916,0.10212765957446808,0.015685304304799603,0.7529691211401424,7.372822644497227,1.0,0.013557855285460114,3.6346563011456605,0.8827556589527401,0.14621771217712176,0.7248708221229073,0.4532771962289859
"frozenset({'JUMBO  BAG BAROQUE BLACK WHITE', 'JUMBO BAG RED RETROSPOT'})",frozenset({'JUMBO STORAGE BAG SUKI'}),0.028698664027709056,0.05828797624938149,0.015685304304799603,0.546551724137931,9.376749019378256,1.0,0.014012517257563518,2.076779367967143,0.919748791121553,0.21998612074947949,0.5184852009682422,0.40782594695860896
"frozenset({'JUMBO  BAG BAROQUE BLACK WHITE', 'JUMBO STORAGE BAG SUKI'})",frozenset({'JUMBO BAG PINK POLKADOT'}),0.02083127164769916,0.0599208312716477,0.011627906976744186,0.5581947743467933,9.315537893929557,1.0,0.010379679863168546,2.1278136023367544,0.9116431544281532,0.16821760916249107,0.5300340222932098,0.3761246373798376
"frozenset({'JUMBO  BAG BAROQUE BLACK WHITE', 'JUMBO BAG PINK POLKADOT'})",frozenset({'JUMBO STORAGE BAG SUKI'}),0.020385947550717466,0.05828797624938149,0.011627906976744186,0.5703883495145631,9.785694858819456,1.0,0.010439651350086829,2.1920076485042643,0.9164936067043092,0.17343173431734313,0.5437972122577406,0.38493950582689107
"frozenset({'JUMBO  BAG BAROQUE BLACK WHITE', 'JUMBO BAG RED RETROSPOT'})",frozenset({'JUMBO BAG PINK POLKADOT'}),0.028698664027709056,0.0599208312716477,0.015982187036120733,0.556896551724138,9.293872262877645,1.0,0.014262539231194674,2.1215794469355815,0.9187696849928002,0.22002724795640327,0.5286530507050281,0.4118091346564538
"frozenset({'JUMBO  BAG BAROQUE BLACK WHITE', 'JUMBO BAG PINK POLKADOT'})",frozenset({'JUMBO BAG RED RETROSPOT'}),0.020385947550717466,0.10212765957446808,0.015982187036120733,0.7839805825242719,7.67647653721683,1.0,0.013900217924558098,4.15644274444179,0.8878311816216855,0.15002322340919647,0.7594096535222934,0.47023641529314375
"frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY', 'JUMBO  BAG BAROQUE BLACK WHITE'})",frozenset({'JUMBO BAG PINK POLKADOT'}),0.02078179119247897,0.0599208312716477,0.011875309252845126,0.5714285714285714,9.536392591718768,1.0,0.01063004704927798,2.1935180603661553,0.9141359272359778,0.17253774263120056,0.544111344206086,0.38480594549958713
"frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY', 'JUMBO BAG PINK POLKADOT'})",frozenset({'JUMBO  BAG BAROQUE BLACK WHITE'}),0.02310737258782781,0.045769421078673926,0.011875309252845126,0.5139186295503212,11.22842757103999,1.0,0.010817698186851028,1.9631087240363845,0.9324876749565247,0.20833333333333331,0.4906038632725948,0.3866890445048903
"frozenset({'JUMBO  BAG BAROQUE BLACK WHITE', 'JUMBO BAG PINK POLKADOT'})",frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'}),0.020385947550717466,0.05769421078673924,0.011875309252845126,0.5825242718446602,10.096754317307532,1.0,0.010699158097766621,2.257151076487578,0.9197073778496143,0.179372197309417,0.5569636386253194,0.39417808789488584
"frozenset({'JUMBO BAG RED RETROSPOT', 'JUMBO  BAG BAROQUE BLACK WHITE', 'JUMBO STORAGE BAG SUKI'})",frozenset({'JUMBO BAG PINK POLKADOT'}),0.015685304304799603,0.0599208312716477,0.010143493320138546,0.6466876971608834,10.792368587631257,1.0,0.0092036168474462,2.6607597900614977,0.9218006579100628,0.15495086923658355,0.62416750142752,0.40798464131372
"frozenset({'JUMBO BAG PINK POLKADOT', 'JUMBO  BAG BAROQUE BLACK WHITE', 'JUMBO STORAGE BAG SUKI'})",frozenset({'JUMBO BAG RED RETROSPOT'}),0.011627906976744186,0.10212765957446808,0.010143493320138546,0.8723404255319149,8.541666666666668,1.0,0.008955962394854033,7.033333333333335,0.8933142037302726,0.09789875835721108,0.8578199052132702,0.4858310654791358
"frozenset({'JUMBO BAG PINK POLKADOT', 'JUMBO  BAG BAROQUE BLACK WHITE', 'JUMBO BAG RED RETROSPOT'})",frozenset({'JUMBO STORAGE BAG SUKI'}),0.015982187036120733,0.05828797624938149,0.010143493320138546,0.6346749226006192,10.88860796753694,1.0,0.009211923981763967,2.577737149758049,0.922911032700612,0.158179012345679,0.6120628512903801,0.4043493458503945
"frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY', 'JUMBO  BAG BAROQUE BLACK WHITE', 'JUMBO BAG RED RETROSPOT'})",frozenset({'JUMBO BAG PINK POLKADOT'}),0.015338941118258289,0.0599208312716477,0.01004453240969817,0.6548387096774193,10.928398284542233,1.0,0.009125410307065276,2.7235938533251325,0.9226477213654479,0.15402124430955996,0.6328380610864068,0.41123438374044374
"frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY', 'JUMBO BAG PINK POLKADOT', 'JUMBO BAG RED RETROSPOT'})",frozenset({'JUMBO  BAG BAROQUE BLACK WHITE'}),0.018654131618010886,0.045769421078673926,0.01004453240969817,0.5384615384615384,11.764656964656963,1.0,0.009190743604816424,2.0674995876628732,0.9323926212445347,0.18471337579617833,0.5163239664147105,0.37896049896049894
"frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY', 'JUMBO  BAG BAROQUE BLACK WHITE', 'JUMBO BAG PINK POLKADOT'})",frozenset({'JUMBO BAG RED RETROSPOT'}),0.011875309252845126,0.10212765957446808,0.01004453240969817,0.8458333333333334,8.282118055555557,1.0,0.008831734868982071,5.824036802760211,0.8898248851109176,0.09662065683008093,0.8282977883096367,0.47209302325581404
"frozenset({'JUMBO BAG PINK POLKADOT', 'JUMBO  BAG BAROQUE BLACK WHITE', 'JUMBO BAG RED RETROSPOT'})",frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'}),0.015982187036120733,0.05769421078673924,0.01004453240969817,0.628482972136223,10.893345511897998,1.0,0.009122452742003129,2.5363730826323607,0.9229516224798189,0.1578538102643857,0.6057362353955611,0.40129122877823153
"frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY', 'JUMBO  BAG BAROQUE BLACK WHITE'})",frozenset({'JUMBO BAG RED RETROSPOT'}),0.02078179119247897,0.10212765957446808,0.015338941118258289,0.7380952380952381,7.22718253968254,1.0,0.013216545422005118,3.4282398452611225,0.879919803093775,0.1425942962281509,0.7083051229970662,0.4441445182724253
"frozenset({'JUMBO  BAG BAROQUE BLACK WHITE', 'JUMBO BAG RED RETROSPOT'})",frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'}),0.028698664027709056,0.05769421078673924,0.015338941118258289,0.5344827586206896,9.264062222747974,1.0,0.013683194346545831,2.0242124360877454,0.9184132253134604,0.21587743732590528,0.5059807052995241,0.40017448394156263
"frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY', 'JUMBO  BAG BAROQUE BLACK WHITE'})",frozenset({'JUMBO STORAGE BAG SUKI'}),0.02078179119247897,0.05828797624938149,0.012073231073725878,0.5809523809523809,9.96693346268898,1.0,0.010861902522279058,2.2472673294048846,0.9187617524996066,0.18020679468242246,0.5550151123921615,0.3940415555016573
"frozenset({'JUMBO  BAG BAROQUE BLACK WHITE', 'JUMBO STORAGE BAG SUKI'})",frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'}),0.02083127164769916,0.05769421078673924,0.012073231073725878,0.5795724465558194,10.045591033356011,1.0,0.010871387296327698,2.2413036003321056,0.9196104973039336,0.18168279970215934,0.5538310830126607,0.3944174411166747
"frozenset({'JUMBO  BAG BAROQUE BLACK WHITE', 'JUMBO BAG APPLES'})",frozenset({'JUMBO BAG RED RETROSPOT'}),0.013904007916872836,0.10212765957446808,0.010143493320138546,0.7295373665480427,7.143386714116252,1.0,0.008723509532883448,3.3197648376259794,0.872136572637742,0.0957943925233645,0.6987738442596684,0.41442953598719967
frozenset({'JUMBO BAG PINK VINTAGE PAISLEY'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.042256308758040574,0.10212765957446808,0.025333993072736267,0.5995316159250585,5.870413739266199,1.0,0.021018455157021484,2.2420554933432872,0.8662591702831163,0.21280133000831253,0.5539807096795676,0.42379681571446726
"frozenset({'JUMBO BAG PINK VINTAGE PAISLEY', 'JUMBO BAG RED RETROSPOT'})",frozenset({'JUMBO BAG PINK POLKADOT'}),0.025333993072736267,0.0599208312716477,0.014497773379515091,0.572265625,9.550361916804293,1.0,0.01297973945516657,2.1978106593101203,0.9185627895903917,0.20489510489510487,0.5450017517369335,0.4071072138212221
"frozenset({'JUMBO BAG PINK VINTAGE PAISLEY', 'JUMBO BAG PINK POLKADOT'})",frozenset({'JUMBO BAG RED RETROSPOT'}),0.018654131618010886,0.10212765957446808,0.014497773379515091,0.7771883289124668,7.609969053934571,1.0,0.012592670575973554,4.029736575481255,0.8851042725529502,0.13640595903165736,0.7518448213006147,0.45957284662677605
"frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY', 'JUMBO BAG PINK VINTAGE PAISLEY'})",frozenset({'JUMBO BAG PINK POLKADOT'}),0.02053438891637803,0.0599208312716477,0.011479465611083622,0.5590361445783133,9.329579258404387,1.0,0.010249027957558943,2.131873524711837,0.9115317783139247,0.16642754662840747,0.5309290216289126,0.37530667674828133
"frozenset({'JUMBO BAG PINK VINTAGE PAISLEY', 'JUMBO BAG PINK POLKADOT'})",frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'}),0.018654131618010886,0.05769421078673924,0.011479465611083622,0.6153846153846154,10.666314817258215,1.0,0.010403230209470525,2.4499950519544784,0.9234735037563656,0.17696414950419528,0.5918359103614302,0.40717772793244494
"frozenset({'JUMBO BAG PINK VINTAGE PAISLEY', 'JUMBO STORAGE BAG SUKI'})",frozenset({'JUMBO BAG PINK POLKADOT'}),0.01806036615536863,0.0599208312716477,0.010984661058881741,0.6082191780821917,10.150379512007511,1.0,0.009902468905781722,2.399502773327612,0.918062052982688,0.1639586410635155,0.5832469913701297,0.39576937434249965
"frozenset({'JUMBO BAG PINK VINTAGE PAISLEY', 'JUMBO BAG PINK POLKADOT'})",frozenset({'JUMBO STORAGE BAG SUKI'}),0.018654131618010886,0.05828797624938149,0.010984661058881741,0.5888594164456233,10.10258812085403,1.0,0.009897349478178287,2.2904866642192463,0.9181426169778916,0.16654163540885222,0.5634115598132644,0.38865721246729384
"frozenset({'JUMBO BAG PINK VINTAGE PAISLEY', 'JUMBO STORAGE BAG SUKI'})",frozenset({'JUMBO BAG RED RETROSPOT'}),0.01806036615536863,0.10212765957446808,0.013260761999010391,0.7342465753424657,7.189497716894977,1.0,0.01141629907250466,3.378591796446589,0.8767425156906323,0.1240166589541879,0.7040186976563007,0.4320457682913879
"frozenset({'JUMBO BAG PINK VINTAGE PAISLEY', 'JUMBO BAG RED RETROSPOT'})",frozenset({'JUMBO STORAGE BAG SUKI'}),0.025333993072736267,0.05828797624938149,0.013260761999010391,0.5234375,8.980196837860781,1.0,0.011784094812484745,1.9760514596734289,0.9117419300088048,0.18846694796061883,0.4939403044871795,0.3754708722410866
"frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY', 'JUMBO BAG PINK VINTAGE PAISLEY'})",frozenset({'JUMBO STORAGE BAG SUKI'}),0.02053438891637803,0.05828797624938149,0.011726867887184562,0.5710843373493977,9.797635363184488,1.0,0.010529959913731157,2.1955645497556557,0.9167596556689187,0.17477876106194692,0.5445362787847482,0.38613639617894335
"frozenset({'JUMBO BAG PINK VINTAGE PAISLEY', 'JUMBO STORAGE BAG SUKI'})",frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'}),0.01806036615536863,0.05769421078673924,0.011726867887184562,0.6493150684931507,11.254423271223478,1.0,0.010684889315331033,2.687043852053439,0.9279043387944333,0.1831530139103555,0.6278438108720109,0.4262870368194741
"frozenset({'JUMBO BAG PINK VINTAGE PAISLEY', 'JUMBO  BAG BAROQUE BLACK WHITE'})",frozenset({'JUMBO BAG RED RETROSPOT'}),0.013508164275111331,0.10212765957446808,0.010094012864918357,0.7472527472527473,7.3168498168498175,1.0,0.008714455662353796,3.5524514338575393,0.8751508428018849,0.09563994374120957,0.7185042445705953,0.4230449782775364
"frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY', 'JUMBO BAG PINK VINTAGE PAISLEY'})",frozenset({'JUMBO BAG RED RETROSPOT'}),0.02053438891637803,0.10212765957446808,0.014299851558634339,0.6963855421686748,6.8187751004016075,1.0,0.012202722477812754,2.9572779466396493,0.8712364014889644,0.1319634703196347,0.6618511962542112,0.418202461006818
"frozenset({'JUMBO BAG PINK VINTAGE PAISLEY', 'JUMBO BAG RED RETROSPOT'})",frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'}),0.025333993072736267,0.05769421078673924,0.014299851558634339,0.564453125,9.783531437607204,1.0,0.012838226822226101,2.163500287341657,0.9211231463612662,0.20806335493160544,0.5377860563038227,0.4061545213336192
"frozenset({'JUMBO BAG PINK VINTAGE PAISLEY', 'JUMBO BAG WOODLAND ANIMALS'})",frozenset({'JUMBO BAG RED RETROSPOT'}),0.01380504700643246,0.10212765957446808,0.01029193468579911,0.7455197132616487,7.299880525686977,1.0,0.008882057544716646,3.528258915193286,0.8750921448227152,0.09742388758782201,0.7165740882297983,0.4231474535300491
frozenset({'60 TEATIME FAIRY CAKE CASES'}),frozenset({'PACK OF 72 RETROSPOT CAKE CASES'}),0.039485403265710046,0.06328550222662048,0.021523998020781792,0.5451127819548872,8.61354911908387,1.0,0.01902514444449069,2.0592236066753635,0.92023988005997,0.2649208282582217,0.5143800815228076,0.4426111212354577
"frozenset({'60 TEATIME FAIRY CAKE CASES', 'PACK OF 60 PINK PAISLEY CAKE CASES'})",frozenset({'PACK OF 72 RETROSPOT CAKE CASES'}),0.016724393864423554,0.06328550222662048,0.010588817417120238,0.6331360946745562,10.004441339619063,1.0,0.009530405751974383,2.5533024213500184,0.9153531197796739,0.15253029223093376,0.6083503498691448,0.40022715601593334
"frozenset({'PACK OF 60 PINK PAISLEY CAKE CASES', 'PACK OF 72 RETROSPOT CAKE CASES'})",frozenset({'60 TEATIME FAIRY CAKE CASES'}),0.020633349826818408,0.039485403265710046,0.010588817417120238,0.513189448441247,12.996940793230078,1.0,0.009774101278485844,1.973076782454182,0.9425058703374316,0.2137862137862138,0.49317735179258204,0.39067993725320493
frozenset({'STRAWBERRY CHARLOTTE BAG'}),frozenset({'RED RETROSPOT CHARLOTTE BAG'}),0.035428005937654626,0.05086590796635329,0.02384957941613063,0.6731843575418994,13.234490141947264,1.0,0.02204750172667447,2.9041880764790213,0.958393837107875,0.3819334389857369,0.6556696833448956,0.5710279764363193
frozenset({'STRAWBERRY CHARLOTTE BAG'}),frozenset({'CHARLOTTE BAG SUKI DESIGN'}),0.035428005937654626,0.043295398317664525,0.020385947550717466,0.5754189944134078,13.290534716679968,1.0,0.018852077922046125,2.2532911013307637,0.9587241680537004,0.3494486853265479,0.5562047001342112,0.5231380686352753
frozenset({'CHARLOTTE BAG PINK POLKADOT'}),frozenset({'STRAWBERRY CHARLOTTE BAG'}),0.03651657595249876,0.035428005937654626,0.018654131618010886,0.5108401084010841,14.419104177075292,1.0,0.017360422148342942,1.9718951014349335,0.9659196419425076,0.3500464252553389,0.4928736324400282,0.518688210625123
frozenset({'STRAWBERRY CHARLOTTE BAG'}),frozenset({'CHARLOTTE BAG PINK POLKADOT'}),0.035428005937654626,0.03651657595249876,0.018654131618010886,0.526536312849162,14.41910417707529,1.0,0.017360422148342942,2.034967939876138,0.9648295510364474,0.3500464252553389,0.5085917667769908,0.518688210625123
frozenset({'STRAWBERRY CHARLOTTE BAG'}),frozenset({'WOODLAND CHARLOTTE BAG'}),0.035428005937654626,0.040920336467095496,0.01999010390895596,0.5642458100558659,13.788884910796918,1.0,0.018540377985628877,2.200964868876794,0.961543384255323,0.3546971027216857,0.5456538111349662,0.5263792532746077
"frozenset({'LUNCH BAG RED RETROSPOT', 'STRAWBERRY CHARLOTTE BAG'})",frozenset({'RED RETROSPOT CHARLOTTE BAG'}),0.014695695200395844,0.05086590796635329,0.011232063334982683,0.7643097643097644,15.025973090175427,1.0,0.010484553455417768,4.027040361914188,0.9473708429023079,0.20673952641165755,0.7516786746272723,0.49256344246616623
"frozenset({'LUNCH BAG RED RETROSPOT', 'RED RETROSPOT CHARLOTTE BAG'})",frozenset({'STRAWBERRY CHARLOTTE BAG'}),0.01929737753587333,0.035428005937654626,0.011232063334982683,0.5820512820512821,16.429129064603927,1.0,0.010548395729060599,2.30787164223506,0.9576118991629511,0.25824800910125145,0.5667003390918443,0.44954519409826676
"frozenset({'STRAWBERRY CHARLOTTE BAG', 'PACK OF 72 RETROSPOT CAKE CASES'})",frozenset({'RED RETROSPOT CHARLOTTE BAG'}),0.01256803562592776,0.05086590796635329,0.01004453240969817,0.7992125984251969,15.712146511841663,1.0,0.009405247866231878,4.727059987775418,0.9482728998871409,0.18813716404077852,0.7884520182553033,0.4983417077729097
"frozenset({'PACK OF 72 RETROSPOT CAKE CASES', 'RED RETROSPOT CHARLOTTE BAG'})",frozenset({'STRAWBERRY CHARLOTTE BAG'}),0.01578426521523998,0.035428005937654626,0.01004453240969817,0.6363636363636364,17.962163534789234,1.0,0.009485327367931132,2.65257298367145,0.9594719794307547,0.24399038461538466,0.6230075454452185,0.459941594718131
"frozenset({'STRAWBERRY CHARLOTTE BAG', 'JUMBO BAG RED RETROSPOT'})",frozenset({'RED RETROSPOT CHARLOTTE BAG'}),0.013112320633349828,0.05086590796635329,0.01004453240969817,0.7660377358490565,15.05994420380295,1.0,0.009377562315136883,4.056782812724457,0.9460029860441338,0.18623853211009175,0.7534992514601936,0.48175427648483954
"frozenset({'STRAWBERRY CHARLOTTE BAG', 'CHARLOTTE BAG SUKI DESIGN'})",frozenset({'RED RETROSPOT CHARLOTTE BAG'}),0.020385947550717466,0.05086590796635329,0.016427511133102424,0.8058252427184466,15.84214801103094,1.0,0.015390561401180725,4.88804057397328,0.9563738335501822,0.29963898916967513,0.7954190467803047,0.5643912205810131
"frozenset({'STRAWBERRY CHARLOTTE BAG', 'RED RETROSPOT CHARLOTTE BAG'})",frozenset({'CHARLOTTE BAG SUKI DESIGN'}),0.02384957941613063,0.043295398317664525,0.016427511133102424,0.6887966804979253,15.909235328986366,1.0,0.015394934092572275,3.074210786739238,0.9600399774279599,0.3239024390243902,0.6747132615910562,0.5341126259632484
"frozenset({'CHARLOTTE BAG SUKI DESIGN', 'RED RETROSPOT CHARLOTTE BAG'})",frozenset({'STRAWBERRY CHARLOTTE BAG'}),0.02498762988619495,0.035428005937654626,0.016427511133102424,0.6574257425742575,18.556667957298526,1.0,0.015542249233126392,2.8156581329565578,0.9703579606423665,0.37345331833520806,0.6448432470209163,0.5605564467061231
